Attaching to elastic-apm, elasticsearch, kibana, logstash, otel-collector, telemetry-setup-1
telemetry-setup-1  | Setting file permissions
elasticsearch      | {"@timestamp":"2023-08-28T18:34:00.646Z", "log.level": "INFO", "message":"loaded module [x-pack-async]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:00.646Z", "log.level": "INFO", "message":"loaded module [runtime-fields-common]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:00.646Z", "log.level": "INFO", "message":"loaded module [vector-tile]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:00.646Z", "log.level": "INFO", "message":"loaded module [lang-expression]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:00.646Z", "log.level": "INFO", "message":"loaded module [x-pack-eql]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
telemetry-setup-1  | Waiting for Elasticsearch availability
elasticsearch      | {"@timestamp":"2023-08-28T18:34:02.213Z", "log.level": "INFO", "message":"using [1] data paths, mounts [[/usr/share/elasticsearch/data (/dev/sdc)]], net usable_space [948gb], net total_space [1006.8gb], types [ext4]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.env.NodeEnvironment","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:02.213Z", "log.level": "INFO", "message":"heap size [756mb], compressed ordinary object pointers [true]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.env.NodeEnvironment","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:02.269Z", "log.level": "INFO", "message":"node name [elasticsearch], node ID [96JdHouUQkiWXAQql7re1w], cluster name [es-cluster], roles [data_content, data_warm, master, remote_cluster_client, data, data_cold, ingest, data_frozen, ml, data_hot, transform]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:03.650Z", "log.level": "INFO", "message":"[controller/240] [Main.cc@123] controller (64 bit): Version 8.9.1 (Build a285a437dd4bb2) Copyright (c) 2023 Elasticsearch BV", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"ml-cpp-log-tail-thread","log.logger":"org.elasticsearch.xpack.ml.process.logging.CppLogMessageHandler","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:03.761Z", "log.level": "INFO", "message":"Security is enabled", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.security.Security","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.061Z", "log.level": "INFO", "message":"parsed [0] roles from file [/usr/share/elasticsearch/config/roles.yml]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.security.authz.store.FileRolesStore","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.519Z", "log.level": "INFO", "message":"Profiling is enabled", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.profiler.ProfilingPlugin","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.529Z", "log.level": "INFO", "message":"profiling index templates will not be installed or reinstalled", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.profiler.ProfilingPlugin","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.915Z", "log.level": "INFO", "message":"creating NettyAllocator with the following configs: [name=unpooled, suggested_max_allocation_size=1mb, factors={es.unsafe.use_unpooled_allocator=null, g1gc_enabled=true, g1gc_region_size=4mb, heap_size=756mb}]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.transport.netty4.NettyAllocator","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.932Z", "log.level": "INFO", "message":"using rate limit [40mb] with [default=40mb, read=0b, write=0b, max=0b]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.indices.recovery.RecoverySettings","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:04.959Z", "log.level": "INFO", "message":"using discovery type [multi-node] and seed hosts providers [settings]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.discovery.DiscoveryModule","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:05.680Z", "log.level": "INFO", "message":"initialized", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:05.681Z", "log.level": "INFO", "message":"starting ...", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:05.705Z", "log.level": "INFO", "message":"persistent cache index loaded", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.searchablesnapshots.cache.full.PersistentCache","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:05.706Z", "log.level": "INFO", "message":"deprecation component started", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.xpack.deprecation.logging.DeprecationIndexingComponent","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:05.762Z", "log.level": "INFO", "message":"publish_address {172.23.0.3:9300}, bound_addresses {0.0.0.0:9300}", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.transport.TransportService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.231Z", "log.level": "INFO", "message":"bound or publishing to a non-loopback address, enforcing bootstrap checks", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.bootstrap.BootstrapChecks","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.245Z", "log.level": "WARN", "message":"this node is locked into cluster UUID [oWCspZUYQtGUjLlzBKRjQg] but [cluster.initial_master_nodes] is set to [elasticsearch]; remove this setting to avoid possible data loss caused by subsequent cluster bootstrap attempts; for further information see https://www.elastic.co/guide/en/elasticsearch/reference/8.9/important-settings.html#initial_master_nodes", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.cluster.coordination.ClusterBootstrapService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.366Z", "log.level": "INFO", "message":"elected-as-master ([1] nodes joined in term 14)[_FINISH_ELECTION_, {elasticsearch}{96JdHouUQkiWXAQql7re1w}{5LtqAHEaQ0enRXB6HrM7Tg}{elasticsearch}{172.23.0.3}{172.23.0.3:9300}{cdfhilmrstw}{8.9.1} completing election], term: 14, version: 510, delta: master node changed {previous [], current [{elasticsearch}{96JdHouUQkiWXAQql7re1w}{5LtqAHEaQ0enRXB6HrM7Tg}{elasticsearch}{172.23.0.3}{172.23.0.3:9300}{cdfhilmrstw}{8.9.1}]}", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][masterService#updateTask][T#1]","log.logger":"org.elasticsearch.cluster.service.MasterService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.444Z", "log.level": "INFO", "message":"master node changed {previous [], current [{elasticsearch}{96JdHouUQkiWXAQql7re1w}{5LtqAHEaQ0enRXB6HrM7Tg}{elasticsearch}{172.23.0.3}{172.23.0.3:9300}{cdfhilmrstw}{8.9.1}]}, term: 14, version: 510, reason: Publication{term=14, version=510}", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][clusterApplierService#updateTask][T#1]","log.logger":"org.elasticsearch.cluster.service.ClusterApplierService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.462Z", "log.level": "INFO", "message":"starting file watcher ...", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][clusterApplierService#updateTask][T#1]","log.logger":"org.elasticsearch.common.file.AbstractFileWatchingService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.465Z", "log.level": "INFO", "message":"file settings service up and running [tid=90]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[file-watcher[/usr/share/elasticsearch/config/operator/settings.json]]","log.logger":"org.elasticsearch.common.file.AbstractFileWatchingService","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.468Z", "log.level": "INFO", "message":"node-join: [{elasticsearch}{96JdHouUQkiWXAQql7re1w}{5LtqAHEaQ0enRXB6HrM7Tg}{elasticsearch}{172.23.0.3}{172.23.0.3:9300}{cdfhilmrstw}{8.9.1}] with reason [completing election]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][masterService#updateTask][T#1]","log.logger":"org.elasticsearch.cluster.coordination.NodeJoinExecutor","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.469Z", "log.level": "INFO", "message":"publish_address {172.23.0.3:9200}, bound_addresses {0.0.0.0:9200}", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.http.AbstractHttpServerTransport","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:06.469Z", "log.level": "INFO", "message":"started {elasticsearch}{96JdHouUQkiWXAQql7re1w}{5LtqAHEaQ0enRXB6HrM7Tg}{elasticsearch}{172.23.0.3}{172.23.0.3:9300}{cdfhilmrstw}{8.9.1}{ml.machine_memory=1585446912, ml.allocated_processors=20, ml.max_jvm_size=792723456, ml.allocated_processors_double=20.0, xpack.installed=true}", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:07.163Z", "log.level": "INFO", "message":"license [f972426c-2dce-4474-a681-ac8fc4174d22] mode [trial] - valid", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][clusterApplierService#updateTask][T#1]","log.logger":"org.elasticsearch.license.ClusterStateLicenseService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:07.164Z", "log.level": "INFO", "message":"license mode is [trial], currently licensed security realms are [reserved/reserved,file/default_file,native/default_native]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][clusterApplierService#updateTask][T#1]","log.logger":"org.elasticsearch.xpack.security.authc.Realms","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:07.166Z", "log.level": "INFO", "message":"recovered [27] indices into cluster_state", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][masterService#updateTask][T#1]","log.logger":"org.elasticsearch.gateway.GatewayService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:07.696Z", "log.level": "INFO", "message":"Node [{elasticsearch}{96JdHouUQkiWXAQql7re1w}] is selected as the current health node.", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][management][T#2]","log.logger":"org.elasticsearch.health.node.selection.HealthNodeTaskExecutor","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:07.696Z", "log.level":"ERROR", "message":"exception during geoip databases update", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][generic][T#5]","log.logger":"org.elasticsearch.ingest.geoip.GeoIpDownloader","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster","error.type":"org.elasticsearch.ElasticsearchException","error.message":"not all primary shards of [.geoip_databases] index are active","error.stack_trace":"org.elasticsearch.ElasticsearchException: not all primary shards of [.geoip_databases] index are active\n\tat org.elasticsearch.ingest.geoip@8.9.1/org.elasticsearch.ingest.geoip.GeoIpDownloader.updateDatabases(GeoIpDownloader.java:131)\n\tat org.elasticsearch.ingest.geoip@8.9.1/org.elasticsearch.ingest.geoip.GeoIpDownloader.runDownloader(GeoIpDownloader.java:279)\n\tat org.elasticsearch.ingest.geoip@8.9.1/org.elasticsearch.ingest.geoip.GeoIpDownloaderTaskExecutor.nodeOperation(GeoIpDownloaderTaskExecutor.java:161)\n\tat org.elasticsearch.ingest.geoip@8.9.1/org.elasticsearch.ingest.geoip.GeoIpDownloaderTaskExecutor.nodeOperation(GeoIpDownloaderTaskExecutor.java:60)\n\tat org.elasticsearch.server@8.9.1/org.elasticsearch.persistent.NodePersistentTasksExecutor$1.doRun(NodePersistentTasksExecutor.java:42)\n\tat org.elasticsearch.server@8.9.1/org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:983)\n\tat org.elasticsearch.server@8.9.1/org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:26)\n\tat java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)\n\tat java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)\n\tat java.base/java.lang.Thread.run(Thread.java:1623)\n"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:08.977Z", "log.level": "INFO", "message":"successfully loaded geoip database file [GeoLite2-Country.mmdb]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][generic][T#5]","log.logger":"org.elasticsearch.ingest.geoip.DatabaseNodeService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:09.043Z", "log.level": "INFO", "message":"successfully loaded geoip database file [GeoLite2-ASN.mmdb]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][generic][T#4]","log.logger":"org.elasticsearch.ingest.geoip.DatabaseNodeService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:09.644Z", "log.level": "INFO",  "current.health":"GREEN","message":"Cluster health status changed from [RED] to [GREEN] (reason: [shards started [[.internal.alerts-observability.apm.alerts-default-000001][0]]]).","previous.health":"RED","reason":"shards started [[.internal.alerts-observability.apm.alerts-default-000001][0]]" , "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][masterService#updateTask][T#1]","log.logger":"org.elasticsearch.cluster.routing.allocation.AllocationService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
elasticsearch      | {"@timestamp":"2023-08-28T18:34:09.682Z", "log.level": "INFO", "message":"successfully loaded geoip database file [GeoLite2-City.mmdb]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"elasticsearch[elasticsearch][generic][T#2]","log.logger":"org.elasticsearch.ingest.geoip.DatabaseNodeService","elasticsearch.cluster.uuid":"oWCspZUYQtGUjLlzBKRjQg","elasticsearch.node.id":"96JdHouUQkiWXAQql7re1w","elasticsearch.node.name":"elasticsearch","elasticsearch.cluster.name":"es-cluster"}
logstash           | Using bundled JDK: /usr/share/logstash/jdk
kibana             | [2023-08-28T18:34:16.685+00:00][INFO ][node] Kibana process configured with roles: [background_tasks, ui]
logstash           | Sending Logstash logs to /usr/share/logstash/logs which is now configured via log4j2.properties
logstash           | [2023-08-28T18:34:24,419][WARN ][deprecation.logstash.runner] NOTICE: Running Logstash as superuser is not recommended and won't be allowed in the future. Set 'allow_superuser' to 'false' to avoid startup errors in future releases.
logstash           | [2023-08-28T18:34:24,430][INFO ][logstash.runner          ] Log4j configuration path used is: /usr/share/logstash/config/log4j2.properties
logstash           | [2023-08-28T18:34:24,432][INFO ][logstash.runner          ] Starting Logstash {"logstash.version"=>"8.9.1", "jruby.version"=>"jruby 9.3.10.0 (2.6.8) 2023-02-01 107b2e6697 OpenJDK 64-Bit Server VM 17.0.8+7 on 17.0.8+7 +indy +jit [x86_64-linux]"}
logstash           | [2023-08-28T18:34:24,433][INFO ][logstash.runner          ] JVM bootstrap flags: [-Xms1g, -Xmx1g, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djruby.compile.invokedynamic=true, -XX:+HeapDumpOnOutOfMemoryError, -Djava.security.egd=file:/dev/urandom, -Dlog4j2.isThreadContextMapInheritable=true, -Dls.cgroup.cpuacct.path.override=/, -Dls.cgroup.cpu.path.override=/, -Djruby.regexp.interruptible=true, -Djdk.io.File.enableADS=true, --add-exports=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.file=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.parser=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.tree=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.util=ALL-UNNAMED, --add-opens=java.base/java.security=ALL-UNNAMED, --add-opens=java.base/java.io=ALL-UNNAMED, --add-opens=java.base/java.nio.channels=ALL-UNNAMED, --add-opens=java.base/sun.nio.ch=ALL-UNNAMED, --add-opens=java.management/sun.management=ALL-UNNAMED]
logstash           | [2023-08-28T18:34:24,973][INFO ][logstash.agent           ] Successfully started Logstash API endpoint {:port=>9600, :ssl_enabled=>false}
logstash           | [2023-08-28T18:34:25,414][INFO ][org.reflections.Reflections] Reflections took 122 ms to scan 1 urls, producing 132 keys and 464 values
logstash           | [2023-08-28T18:34:25,757][WARN ][logstash.outputs.elasticsearch] You are using a deprecated config setting "cacert" set in elasticsearch. Deprecated settings will continue to work, but are scheduled for removal from logstash in the future. Set 'ssl_certificate_authorities' instead. If you have any questions about this, please visit the #logstash channel on freenode irc. {:name=>"cacert", :plugin=><LogStash::Outputs::ElasticSearch password=><password>, data_stream_namespace=>"apm", data_stream_type=>"logs", hosts=>[https://elasticsearch:9200], cacert=>"/usr/share/logstash/config/certs/ca/ca.crt", id=>"f861f542e407c12c32a38405318a7b6f8d4b26d35d60e3042a28722a9ffcbeb6", data_stream_dataset=>"telemetry", user=>"elastic", enable_metric=>true, codec=><LogStash::Codecs::Plain id=>"plain_0c63c785-b752-46a4-b9e3-c09cef686e30", enable_metric=>true, charset=>"UTF-8">, workers=>1, ssl_certificate_verification=>true, ssl_verification_mode=>"full", sniffing=>false, sniffing_delay=>5, timeout=>60, pool_max=>1000, pool_max_per_route=>100, resurrect_delay=>5, validate_after_inactivity=>10000, http_compression=>false, retry_initial_interval=>2, retry_max_interval=>64, dlq_on_failed_indexname_interpolation=>true, data_stream_sync_fields=>true, data_stream_auto_routing=>true, manage_template=>true, template_overwrite=>false, template_api=>"auto", doc_as_upsert=>false, script_type=>"inline", script_lang=>"painless", script_var_name=>"event", scripted_upsert=>false, retry_on_conflict=>1, ilm_enabled=>"auto", ilm_pattern=>"{now/d}-000001", ilm_policy=>"logstash-policy">}
logstash           | [2023-08-28T18:34:25,780][INFO ][logstash.javapipeline    ] Pipeline `General` is configured with `pipeline.ecs_compatibility: v8` setting. All plugins in this pipeline will default to `ecs_compatibility => v8` unless explicitly configured otherwise.
logstash           | [2023-08-28T18:34:25,789][INFO ][logstash.outputs.elasticsearch][General] New Elasticsearch output {:class=>"LogStash::Outputs::ElasticSearch", :hosts=>["https://elasticsearch:9200"]}
logstash           | [2023-08-28T18:34:25,861][INFO ][logstash.outputs.elasticsearch][General] Elasticsearch pool URLs updated {:changes=>{:removed=>[], :added=>[https://elastic:xxxxxx@elasticsearch:9200/]}}
logstash           | [2023-08-28T18:34:26,107][WARN ][logstash.outputs.elasticsearch][General] Restored connection to ES instance {:url=>"https://elastic:xxxxxx@elasticsearch:9200/"}
logstash           | [2023-08-28T18:34:26,114][INFO ][logstash.outputs.elasticsearch][General] Elasticsearch version determined (8.9.1) {:es_version=>8}
logstash           | [2023-08-28T18:34:26,114][WARN ][logstash.outputs.elasticsearch][General] Detected a 6.x and above cluster: the `type` event field won't be used to determine the document _type {:es_version=>8}
logstash           | [2023-08-28T18:34:26,123][INFO ][logstash.outputs.elasticsearch][General] Data streams auto configuration (`data_stream => auto` or unset) resolved to `true`
logstash           | [2023-08-28T18:34:26,134][INFO ][logstash.javapipeline    ][General] Starting pipeline {:pipeline_id=>"General", "pipeline.workers"=>4, "pipeline.batch.size"=>125, "pipeline.batch.delay"=>50, "pipeline.max_inflight"=>500, "pipeline.sources"=>["/usr/share/logstash/config/pipelines/pipeline.conf"], :thread=>"#<Thread:0x5078eb05@/usr/share/logstash/logstash-core/lib/logstash/java_pipeline.rb:134 run>"}
logstash           | [2023-08-28T18:34:26,505][INFO ][logstash.javapipeline    ][General] Pipeline Java execution initialization time {"seconds"=>0.37}
logstash           | [2023-08-28T18:34:26,510][INFO ][logstash.inputs.beats    ][General] Starting input listener {:address=>"0.0.0.0:5044"}
logstash           | [2023-08-28T18:34:26,514][INFO ][logstash.javapipeline    ][General] Pipeline started {"pipeline.id"=>"General"}
logstash           | [2023-08-28T18:34:26,529][INFO ][logstash.agent           ] Pipelines running {:count=>1, :running_pipelines=>[:General], :non_running_pipelines=>[]}
logstash           | [2023-08-28T18:34:26,559][INFO ][org.logstash.beats.Server][General][4449164f9c3ea38f047a50e3b788cf237012b5e4ccbb2717916fa50129cb6c3a] Starting server on port: 5044
kibana             | [2023-08-28T18:34:28.684+00:00][INFO ][plugins-service] Plugin "cloudChat" is disabled.
kibana             | [2023-08-28T18:34:28.688+00:00][INFO ][plugins-service] Plugin "cloudExperiments" is disabled.
kibana             | [2023-08-28T18:34:28.689+00:00][INFO ][plugins-service] Plugin "cloudFullStory" is disabled.
kibana             | [2023-08-28T18:34:28.689+00:00][INFO ][plugins-service] Plugin "cloudGainsight" is disabled.
kibana             | [2023-08-28T18:34:28.749+00:00][INFO ][plugins-service] Plugin "profiling" is disabled.
kibana             | [2023-08-28T18:34:28.762+00:00][INFO ][plugins-service] Plugin "serverless" is disabled.
